date,store_nbr,family,sales,onpromotion
2017-04-24,1,AUTOMOTIVE,6.0,0
2017-04-25,1,AUTOMOTIVE,3.0,0
2017-04-26,1,AUTOMOTIVE,2.0,0
2017-04-27,1,AUTOMOTIVE,8.0,0
2017-04-28,1,AUTOMOTIVE,3.0,0
2017-04-29,1,AUTOMOTIVE,2.0,0
2017-04-30,1,AUTOMOTIVE,3.0,0
2017-05-01,1,AUTOMOTIVE,0.0,0
2017-05-02,1,AUTOMOTIVE,2.0,0
2017-05-03,1,AUTOMOTIVE,5.0,0
2017-05-04,1,AUTOMOTIVE,3.0,0
2017-05-05,1,AUTOMOTIVE,12.0,0
2017-05-06,1,AUTOMOTIVE,4.0,0
2017-05-07,1,AUTOMOTIVE,3.0,0
2017-05-08,1,AUTOMOTIVE,5.0,0
2017-05-09,1,AUTOMOTIVE,2.0,0
2017-05-10,1,AUTOMOTIVE,2.0,0
2017-05-11,1,AUTOMOTIVE,4.0,0
2017-05-12,1,AUTOMOTIVE,4.0,0
2017-05-13,1,AUTOMOTIVE,2.0,0
2017-05-14,1,AUTOMOTIVE,2.0,0
2017-05-15,1,AUTOMOTIVE,9.0,0
2017-05-16,1,AUTOMOTIVE,3.0,0
2017-05-17,1,AUTOMOTIVE,2.0,0
2017-05-18,1,AUTOMOTIVE,4.0,0
2017-05-19,1,AUTOMOTIVE,5.0,0
2017-05-20,1,AUTOMOTIVE,4.0,0
2017-05-21,1,AUTOMOTIVE,1.0,0
2017-05-22,1,AUTOMOTIVE,2.0,0
2017-05-23,1,AUTOMOTIVE,4.0,0
2017-05-24,1,AUTOMOTIVE,7.0,0
2017-05-25,1,AUTOMOTIVE,2.0,0
2017-05-26,1,AUTOMOTIVE,1.0,0
2017-05-27,1,AUTOMOTIVE,1.0,0
2017-05-28,1,AUTOMOTIVE,2.0,0
2017-05-29,1,AUTOMOTIVE,6.0,0
2017-05-30,1,AUTOMOTIVE,2.0,0
2017-05-31,1,AUTOMOTIVE,3.0,0
2017-06-01,1,AUTOMOTIVE,6.0,0
2017-06-02,1,AUTOMOTIVE,19.0,0
2017-06-03,1,AUTOMOTIVE,8.0,0
2017-06-04,1,AUTOMOTIVE,0.0,0
2017-06-05,1,AUTOMOTIVE,6.0,0
2017-06-06,1,AUTOMOTIVE,2.0,0
2017-06-07,1,AUTOMOTIVE,7.0,0
2017-06-08,1,AUTOMOTIVE,1.0,0
2017-06-09,1,AUTOMOTIVE,1.0,0
2017-06-10,1,AUTOMOTIVE,4.0,0
2017-06-11,1,AUTOMOTIVE,3.0,0
2017-06-12,1,AUTOMOTIVE,4.0,0
2017-06-13,1,AUTOMOTIVE,5.0,0
2017-06-14,1,AUTOMOTIVE,5.0,0
2017-06-15,1,AUTOMOTIVE,3.0,0
2017-06-16,1,AUTOMOTIVE,4.0,0
2017-06-17,1,AUTOMOTIVE,3.0,0
2017-06-18,1,AUTOMOTIVE,2.0,0
2017-06-19,1,AUTOMOTIVE,3.0,0
2017-06-20,1,AUTOMOTIVE,3.0,0
2017-06-21,1,AUTOMOTIVE,1.0,0
2017-06-22,1,AUTOMOTIVE,1.0,0
2017-06-23,1,AUTOMOTIVE,10.0,0
2017-06-24,1,AUTOMOTIVE,12.0,0
2017-06-25,1,AUTOMOTIVE,4.0,0
2017-06-26,1,AUTOMOTIVE,3.0,0
2017-06-27,1,AUTOMOTIVE,4.0,0
2017-06-28,1,AUTOMOTIVE,2.0,0
2017-06-29,1,AUTOMOTIVE,1.0,0
2017-06-30,1,AUTOMOTIVE,11.0,0
2017-07-01,1,AUTOMOTIVE,7.0,0
2017-07-02,1,AUTOMOTIVE,4.0,0
2017-07-03,1,AUTOMOTIVE,0.0,0
2017-07-04,1,AUTOMOTIVE,5.0,0
2017-07-05,1,AUTOMOTIVE,1.0,0
2017-07-06,1,AUTOMOTIVE,5.0,0
2017-07-07,1,AUTOMOTIVE,4.0,0
2017-07-08,1,AUTOMOTIVE,6.0,0
2017-07-09,1,AUTOMOTIVE,2.0,0
2017-07-10,1,AUTOMOTIVE,3.0,0
2017-07-11,1,AUTOMOTIVE,7.0,0
2017-07-12,1,AUTOMOTIVE,7.0,0
2017-07-13,1,AUTOMOTIVE,9.0,0
2017-07-14,1,AUTOMOTIVE,4.0,0
2017-07-15,1,AUTOMOTIVE,6.0,0
2017-07-16,1,AUTOMOTIVE,2.0,0
2017-07-17,1,AUTOMOTIVE,2.0,0
2017-07-18,1,AUTOMOTIVE,3.0,0
2017-07-19,1,AUTOMOTIVE,7.0,0
2017-07-20,1,AUTOMOTIVE,4.0,0
2017-07-21,1,AUTOMOTIVE,10.0,0
2017-07-22,1,AUTOMOTIVE,8.0,0
2017-07-23,1,AUTOMOTIVE,0.0,0
2017-07-24,1,AUTOMOTIVE,4.0,0
2017-07-25,1,AUTOMOTIVE,10.0,0
2017-07-26,1,AUTOMOTIVE,2.0,0
2017-07-27,1,AUTOMOTIVE,5.0,0
2017-07-28,1,AUTOMOTIVE,7.0,0
2017-07-29,1,AUTOMOTIVE,4.0,0
2017-07-30,1,AUTOMOTIVE,1.0,0
2017-07-31,1,AUTOMOTIVE,8.0,0
2017-01-01,1,BABY CARE,0.0,0
2017-01-02,1,BABY CARE,0.0,0
2017-01-03,1,BABY CARE,0.0,0
2017-01-04,1,BABY CARE,0.0,0
2017-01-05,1,BABY CARE,0.0,0
2017-01-06,1,BABY CARE,0.0,0
2017-01-07,1,BABY CARE,0.0,0
2017-01-08,1,BABY CARE,0.0,0
2017-01-09,1,BABY CARE,0.0,0
2017-01-10,1,BABY CARE,0.0,0
2017-01-11,1,BABY CARE,0.0,0
2017-01-12,1,BABY CARE,0.0,0
2017-01-13,1,BABY CARE,0.0,0
2017-01-14,1,BABY CARE,0.0,0
2017-01-15,1,BABY CARE,0.0,0
2017-01-16,1,BABY CARE,0.0,0
2017-01-17,1,BABY CARE,0.0,0
2017-01-18,1,BABY CARE,0.0,0
2017-01-19,1,BABY CARE,0.0,0
2017-01-20,1,BABY CARE,0.0,0
2017-01-21,1,BABY CARE,0.0,0
2017-01-22,1,BABY CARE,0.0,0
2017-01-23,1,BABY CARE,0.0,0
2017-01-24,1,BABY CARE,0.0,0
2017-01-25,1,BABY CARE,0.0,0
2017-01-26,1,BABY CARE,0.0,0
2017-01-27,1,BABY CARE,0.0,0
2017-01-28,1,BABY CARE,0.0,0
2017-01-29,1,BABY CARE,0.0,0
2017-01-30,1,BABY CARE,0.0,0
2017-01-31,1,BABY CARE,0.0,0
2017-02-01,1,BABY CARE,0.0,0
2017-02-02,1,BABY CARE,0.0,0
2017-02-03,1,BABY CARE,0.0,0
2017-02-04,1,BABY CARE,0.0,0
2017-02-05,1,BABY CARE,0.0,0
2017-02-06,1,BABY CARE,0.0,0
2017-02-07,1,BABY CARE,0.0,0
2017-02-08,1,BABY CARE,0.0,0
2017-02-09,1,BABY CARE,0.0,0
2017-02-10,1,BABY CARE,0.0,0
2017-02-11,1,BABY CARE,0.0,0
2017-02-12,1,BABY CARE,0.0,0
2017-02-13,1,BABY CARE,0.0,0
2017-02-14,1,BABY CARE,0.0,0
2017-02-15,1,BABY CARE,0.0,0
2017-02-16,1,BABY CARE,0.0,0
2017-02-17,1,BABY CARE,0.0,0
2017-02-18,1,BABY CARE,0.0,0
2017-02-19,1,BABY CARE,0.0,0
2017-02-20,1,BABY CARE,0.0,0
2017-02-21,1,BABY CARE,0.0,0
2017-02-22,1,BABY CARE,0.0,0
2017-02-23,1,BABY CARE,0.0,0
2017-02-24,1,BABY CARE,0.0,0
2017-02-25,1,BABY CARE,0.0,0
2017-02-26,1,BABY CARE,0.0,0
2017-02-27,1,BABY CARE,0.0,0
2017-02-28,1,BABY CARE,0.0,0
2017-03-01,1,BABY CARE,0.0,0
2017-03-02,1,BABY CARE,0.0,0
2017-03-03,1,BABY CARE,0.0,0
2017-03-04,1,BABY CARE,0.0,0
2017-03-05,1,BABY CARE,0.0,0
2017-03-06,1,BABY CARE,0.0,0
2017-03-07,1,BABY CARE,0.0,0
2017-03-08,1,BABY CARE,0.0,0
2017-03-09,1,BABY CARE,0.0,0
2017-03-10,1,BABY CARE,0.0,0
2017-03-11,1,BABY CARE,0.0,0
2017-03-12,1,BABY CARE,0.0,0
2017-03-13,1,BABY CARE,0.0,0
2017-03-14,1,BABY CARE,0.0,0
2017-03-15,1,BABY CARE,0.0,0
2017-03-16,1,BABY CARE,0.0,0
2017-03-17,1,BABY CARE,0.0,0
2017-03-18,1,BABY CARE,0.0,0
2017-03-19,1,BABY CARE,0.0,0
2017-03-20,1,BABY CARE,0.0,0
2017-03-21,1,BABY CARE,0.0,0
2017-03-22,1,BABY CARE,0.0,0
2017-03-23,1,BABY CARE,0.0,0
2017-03-24,1,BABY CARE,0.0,0
2017-03-25,1,BABY CARE,0.0,0
2017-03-26,1,BABY CARE,0.0,0
2017-03-27,1,BABY CARE,0.0,0
2017-03-28,1,BABY CARE,0.0,0
2017-03-29,1,BABY CARE,0.0,0
2017-03-30,1,BABY CARE,0.0,0
2017-03-31,1,BABY CARE,0.0,0
2017-04-01,1,BABY CARE,0.0,0
2017-04-02,1,BABY CARE,0.0,0
2017-04-03,1,BABY CARE,0.0,0
2017-04-04,1,BABY CARE,0.0,0
2017-04-05,1,BABY CARE,0.0,0
2017-04-06,1,BABY CARE,0.0,0
2017-04-07,1,BABY CARE,0.0,0
2017-04-08,1,BABY CARE,0.0,0
2017-04-09,1,BABY CARE,0.0,0
2017-04-10,1,BABY CARE,0.0,0
2017-04-11,1,BABY CARE,0.0,0
2017-04-12,1,BABY CARE,0.0,0
2017-04-13,1,BABY CARE,0.0,0
2017-04-14,1,BABY CARE,0.0,0
2017-04-15,1,BABY CARE,0.0,0
2017-04-16,1,BABY CARE,0.0,0
2017-04-17,1,BABY CARE,0.0,0
2017-04-18,1,BABY CARE,0.0,0
2017-04-19,1,BABY CARE,0.0,0
2017-04-20,1,BABY CARE,0.0,0
2017-04-21,1,BABY CARE,0.0,0
2017-04-22,1,BABY CARE,0.0,0
2017-04-23,1,BABY CARE,0.0,0
2017-04-24,1,BABY CARE,0.0,0
2017-04-25,1,BABY CARE,0.0,0
2017-04-26,1,BABY CARE,0.0,0
2017-04-27,1,BABY CARE,0.0,0
2017-04-28,1,BABY CARE,0.0,0
2017-04-29,1,BABY CARE,0.0,0
2017-04-30,1,BABY CARE,0.0,0
2017-05-01,1,BABY CARE,0.0,0
2017-05-02,1,BABY CARE,0.0,0
2017-05-03,1,BABY CARE,0.0,0
2017-05-04,1,BABY CARE,0.0,0
2017-05-05,1,BABY CARE,0.0,0
2017-05-06,1,BABY CARE,0.0,0
2017-05-07,1,BABY CARE,0.0,0
2017-05-08,1,BABY CARE,0.0,0
2017-05-09,1,BABY CARE,0.0,0
2017-05-10,1,BABY CARE,0.0,0
2017-05-11,1,BABY CARE,0.0,0
2017-05-12,1,BABY CARE,0.0,0
2017-05-13,1,BABY CARE,0.0,0
2017-05-14,1,BABY CARE,0.0,0
2017-05-15,1,BABY CARE,0.0,0
2017-05-16,1,BABY CARE,0.0,0
2017-05-17,1,BABY CARE,0.0,0
2017-05-18,1,BABY CARE,0.0,0
2017-05-19,1,BABY CARE,0.0,0
2017-05-20,1,BABY CARE,0.0,0
2017-05-21,1,BABY CARE,0.0,0
2017-05-22,1,BABY CARE,0.0,0
2017-05-23,1,BABY CARE,0.0,0
2017-05-24,1,BABY CARE,0.0,0
2017-05-25,1,BABY CARE,0.0,0
2017-05-26,1,BABY CARE,0.0,0
2017-05-27,1,BABY CARE,0.0,0
2017-05-28,1,BABY CARE,0.0,0
2017-05-29,1,BABY CARE,0.0,0
2017-05-30,1,BABY CARE,0.0,0
2017-05-31,1,BABY CARE,0.0,0
2017-06-01,1,BABY CARE,0.0,0
2017-06-02,1,BABY CARE,0.0,0
2017-06-03,1,BABY CARE,0.0,0
2017-06-04,1,BABY CARE,0.0,0
2017-06-05,1,BABY CARE,0.0,0
2017-06-06,1,BABY CARE,0.0,0
2017-06-07,1,BABY CARE,0.0,0
2017-06-08,1,BABY CARE,0.0,0
2017-06-09,1,BABY CARE,0.0,0
2017-06-10,1,BABY CARE,0.0,0
2017-06-11,1,BABY CARE,0.0,0
2017-06-12,1,BABY CARE,0.0,0
2017-06-13,1,BABY CARE,0.0,0
2017-06-14,1,BABY CARE,0.0,0
2017-06-15,1,BABY CARE,0.0,0
2017-06-16,1,BABY CARE,0.0,0
2017-06-17,1,BABY CARE,0.0,0
2017-06-18,1,BABY CARE,0.0,0
2017-06-19,1,BABY CARE,0.0,0
2017-06-20,1,BABY CARE,0.0,0
2017-06-21,1,BABY CARE,0.0,0
2017-06-22,1,BABY CARE,0.0,0
2017-06-23,1,BABY CARE,0.0,0
2017-06-24,1,BABY CARE,0.0,0
2017-06-25,1,BABY CARE,0.0,0
2017-06-26,1,BABY CARE,0.0,0
2017-06-27,1,BABY CARE,0.0,0
2017-06-28,1,BABY CARE,0.0,0
2017-06-29,1,BABY CARE,0.0,0
2017-06-30,1,BABY CARE,0.0,0
2017-07-01,1,BABY CARE,0.0,0
2017-07-02,1,BABY CARE,0.0,0
2017-07-03,1,BABY CARE,0.0,0
2017-07-04,1,BABY CARE,0.0,0
2017-07-05,1,BABY CARE,0.0,0
2017-07-06,1,BABY CARE,0.0,0
2017-07-07,1,BABY CARE,0.0,0
2017-07-08,1,BABY CARE,0.0,0
2017-07-09,1,BABY CARE,0.0,0
2017-07-10,1,BABY CARE,0.0,0
2017-07-11,1,BABY CARE,0.0,0
2017-07-12,1,BABY CARE,0.0,0
2017-07-13,1,BABY CARE,0.0,0
2017-07-14,1,BABY CARE,0.0,0
2017-07-15,1,BABY CARE,0.0,0
2017-07-16,1,BABY CARE,0.0,0
2017-07-17,1,BABY CARE,0.0,0
2017-07-18,1,BABY CARE,0.0,0
2017-07-19,1,BABY CARE,0.0,0
2017-07-20,1,BABY CARE,0.0,0
2017-07-21,1,BABY CARE,0.0,0
2017-07-22,1,BABY CARE,0.0,0
2017-07-23,1,BABY CARE,0.0,0
2017-07-24,1,BABY CARE,0.0,0
2017-07-25,1,BABY CARE,0.0,0
2017-07-26,1,BABY CARE,0.0,0
2017-07-27,1,BABY CARE,0.0,0
2017-07-28,1,BABY CARE,0.0,0
2017-07-29,1,BABY CARE,0.0,0
2017-07-30,1,BABY CARE,0.0,0
2017-07-31,1,BABY CARE,0.0,0
2017-01-01,1,BEAUTY,0.0,0
2017-01-02,1,BEAUTY,0.0,0
2017-01-03,1,BEAUTY,4.0,1
2017-01-04,1,BEAUTY,4.0,1
2017-01-05,1,BEAUTY,3.0,2
2017-01-06,1,BEAUTY,10.0,2
2017-01-07,1,BEAUTY,6.0,1
2017-01-08,1,BEAUTY,1.0,1
2017-01-09,1,BEAUTY,6.0,2
2017-01-10,1,BEAUTY,10.0,2
2017-01-11,1,BEAUTY,5.0,1
2017-01-12,1,BEAUTY,3.0,1
2017-01-13,1,BEAUTY,4.0,1
2017-01-14,1,BEAUTY,3.0,0
2017-01-15,1,BEAUTY,0.0,0
2017-01-16,1,BEAUTY,1.0,0
2017-01-17,1,BEAUTY,5.0,1
2017-01-18,1,BEAUTY,1.0,0
2017-01-19,1,BEAUTY,1.0,1
2017-01-20,1,BEAUTY,2.0,1
2017-01-21,1,BEAUTY,0.0,0
2017-01-22,1,BEAUTY,1.0,0
2017-01-23,1,BEAUTY,9.0,2
2017-01-24,1,BEAUTY,1.0,0
2017-01-25,1,BEAUTY,5.0,1
2017-01-26,1,BEAUTY,3.0,0
2017-01-27,1,BEAUTY,2.0,1
2017-01-28,1,BEAUTY,2.0,0
2017-01-29,1,BEAUTY,3.0,1
2017-01-30,1,BEAUTY,7.0,1
2017-01-31,1,BEAUTY,2.0,1
2017-02-01,1,BEAUTY,7.0,1
2017-02-02,1,BEAUTY,0.0,0
2017-02-03,1,BEAUTY,2.0,1
2017-02-04,1,BEAUTY,7.0,1
2017-02-05,1,BEAUTY,1.0,0
2017-02-06,1,BEAUTY,3.0,0
2017-02-07,1,BEAUTY,2.0,0
2017-02-08,1,BEAUTY,4.0,0
2017-02-09,1,BEAUTY,8.0,1
2017-02-10,1,BEAUTY,1.0,0
2017-02-11,1,BEAUTY,5.0,0
2017-02-12,1,BEAUTY,5.0,1
2017-02-13,1,BEAUTY,5.0,1
2017-02-14,1,BEAUTY,6.0,0
2017-02-15,1,BEAUTY,3.0,1
2017-02-16,1,BEAUTY,0.0,0
2017-02-17,1,BEAUTY,4.0,1
2017-02-18,1,BEAUTY,8.0,1
2017-02-19,1,BEAUTY,1.0,1
2017-02-20,1,BEAUTY,3.0,1
2017-02-21,1,BEAUTY,5.0,1
2017-02-22,1,BEAUTY,3.0,1
2017-02-23,1,BEAUTY,5.0,1
2017-02-24,1,BEAUTY,4.0,1
2017-02-25,1,BEAUTY,2.0,1
2017-02-26,1,BEAUTY,1.0,0
2017-02-27,1,BEAUTY,0.0,0
2017-02-28,1,BEAUTY,2.0,1
2017-03-01,1,BEAUTY,3.0,1
2017-03-02,1,BEAUTY,8.0,1
2017-03-03,1,BEAUTY,9.0,1
2017-03-04,1,BEAUTY,5.0,1
2017-03-05,1,BEAUTY,1.0,0
2017-03-06,1,BEAUTY,3.0,1
2017-03-07,1,BEAUTY,3.0,1
2017-03-08,1,BEAUTY,4.0,1
2017-03-09,1,BEAUTY,2.0,0
2017-03-10,1,BEAUTY,2.0,0
2017-03-11,1,BEAUTY,3.0,0
2017-03-12,1,BEAUTY,2.0,0
2017-03-13,1,BEAUTY,0.0,0
2017-03-14,1,BEAUTY,3.0,0
2017-03-15,1,BEAUTY,3.0,0
2017-03-16,1,BEAUTY,3.0,0
2017-03-17,1,BEAUTY,3.0,0
2017-03-18,1,BEAUTY,4.0,0
2017-03-19,1,BEAUTY,2.0,0
2017-03-20,1,BEAUTY,3.0,0
2017-03-21,1,BEAUTY,8.0,0
2017-03-22,1,BEAUTY,2.0,0
2017-03-23,1,BEAUTY,2.0,0
2017-03-24,1,BEAUTY,2.0,0
2017-03-25,1,BEAUTY,4.0,0
2017-03-26,1,BEAUTY,0.0,0
2017-03-27,1,BEAUTY,0.0,0
2017-03-28,1,BEAUTY,1.0,0
2017-03-29,1,BEAUTY,3.0,0
2017-03-30,1,BEAUTY,2.0,0
2017-03-31,1,BEAUTY,7.0,1
2017-04-01,1,BEAUTY,1.0,0
2017-04-02,1,BEAUTY,1.0,0
2017-04-03,1,BEAUTY,2.0,0
2017-04-04,1,BEAUTY,4.0,1
2017-04-05,1,BEAUTY,1.0,0
2017-04-06,1,BEAUTY,5.0,1
2017-04-07,1,BEAUTY,2.0,0
2017-04-08,1,BEAUTY,2.0,0
2017-04-09,1,BEAUTY,0.0,0
2017-04-10,1,BEAUTY,2.0,0
2017-04-11,1,BEAUTY,5.0,0
2017-04-12,1,BEAUTY,2.0,0
2017-04-13,1,BEAUTY,0.0,0
2017-04-14,1,BEAUTY,1.0,0
2017-04-15,1,BEAUTY,1.0,0
2017-04-16,1,BEAUTY,0.0,0
2017-04-17,1,BEAUTY,3.0,0
2017-04-18,1,BEAUTY,3.0,0
2017-04-19,1,BEAUTY,1.0,0
2017-04-20,1,BEAUTY,2.0,0
2017-04-21,1,BEAUTY,2.0,0
2017-04-22,1,BEAUTY,6.0,0
2017-04-23,1,BEAUTY,8.0,0
2017-04-24,1,BEAUTY,5.0,0
2017-04-25,1,BEAUTY,3.0,0
2017-04-26,1,BEAUTY,2.0,0
2017-04-27,1,BEAUTY,3.0,0
2017-04-28,1,BEAUTY,2.0,0
2017-04-29,1,BEAUTY,5.0,0
2017-04-30,1,BEAUTY,0.0,0
2017-05-01,1,BEAUTY,2.0,0
2017-05-02,1,BEAUTY,2.0,0
2017-05-03,1,BEAUTY,6.0,1
2017-05-04,1,BEAUTY,1.0,0
2017-05-05,1,BEAUTY,0.0,0
2017-05-06,1,BEAUTY,4.0,1
2017-05-07,1,BEAUTY,4.0,0
2017-05-08,1,BEAUTY,4.0,1
2017-05-09,1,BEAUTY,5.0,1
2017-05-10,1,BEAUTY,6.0,1
2017-05-11,1,BEAUTY,3.0,1
2017-05-12,1,BEAUTY,3.0,1
2017-05-13,1,BEAUTY,10.0,1
2017-05-14,1,BEAUTY,1.0,0
2017-05-15,1,BEAUTY,3.0,1
2017-05-16,1,BEAUTY,2.0,1
2017-05-17,1,BEAUTY,5.0,1
2017-05-18,1,BEAUTY,2.0,1
2017-05-19,1,BEAUTY,4.0,1
2017-05-20,1,BEAUTY,3.0,1
2017-05-21,1,BEAUTY,1.0,0
2017-05-22,1,BEAUTY,5.0,1
2017-05-23,1,BEAUTY,1.0,1
2017-05-24,1,BEAUTY,1.0,0
2017-05-25,1,BEAUTY,1.0,1
2017-05-26,1,BEAUTY,0.0,0
2017-05-27,1,BEAUTY,2.0,1
2017-05-28,1,BEAUTY,1.0,1
2017-05-29,1,BEAUTY,4.0,0
2017-05-30,1,BEAUTY,3.0,1
2017-05-31,1,BEAUTY,11.0,1
2017-06-01,1,BEAUTY,1.0,0
2017-06-02,1,BEAUTY,1.0,0
2017-06-03,1,BEAUTY,1.0,0
2017-06-04,1,BEAUTY,2.0,0
2017-06-05,1,BEAUTY,2.0,0
2017-06-06,1,BEAUTY,2.0,0
2017-06-07,1,BEAUTY,3.0,0
2017-06-08,1,BEAUTY,4.0,0
2017-06-09,1,BEAUTY,5.0,0
2017-06-10,1,BEAUTY,3.0,0
2017-06-11,1,BEAUTY,1.0,0
2017-06-12,1,BEAUTY,4.0,0
2017-06-13,1,BEAUTY,1.0,0
2017-06-14,1,BEAUTY,3.0,1
2017-06-15,1,BEAUTY,8.0,1
2017-06-16,1,BEAUTY,5.0,1
2017-06-17,1,BEAUTY,1.0,1
2017-06-18,1,BEAUTY,2.0,1
2017-06-19,1,BEAUTY,3.0,0
2017-06-20,1,BEAUTY,6.0,1
2017-06-21,1,BEAUTY,5.0,1
